,norm_19-C,norm_1-1ug-B,norm_1-A,norm_1-1ug-A,norm_19-A,norm_1-C,norm_19-B,norm_1-B,norm_1-1ug-C
IL1RAP,6.213347281733441,6.348728154231077,6.133399125417198,6.368069876532083,6.332707933640605,6.409390936137702,5.9886846867721655,6.309248960816616,6.459431618637297
SPG21,6.918863237274595,7.0,6.965784284662087,7.03342300153745,6.930737337562887,7.348728154231077,6.768184324776926,7.022367813028454,6.930737337562887
BRD8,5.112700132749362,4.990954860396993,5.205548911173033,4.940166750482817,4.857980995127572,4.035623909730721,4.9954845188775066,5.095924419998536,5.078951341394822
CASP7,3.733354340613827,4.392317422778761,4.307428525192248,4.357552004618084,4.129283016944966,0.0,4.439623137557117,4.137503523749935,4.307428525192248
ASCC2,5.956521363333119,6.287250643254617,6.203592714207708,6.116863757690899,6.234577959784565,6.185866545311334,6.106432077816929,6.287250643254617,6.4741115139424075
TTC9,5.026800059343715,4.5668151540108965,4.749534267669262,4.74416109557041,4.649615459063409,4.224966365000275,4.2630344058337934,5.0574502721839,4.620586410451877
OSBPL3,5.20945336562895,5.507794640198696,5.157852169141737,5.517275693209582,5.277984747299765,5.7414669864011465,5.035623909730721,5.307428525192248,5.350497247084133
ALOX5AP,6.3416300093299105,6.590961241342599,6.444600813711502,6.407692648665677,6.596935142387232,6.595443984589479,6.207502459258789,6.155830171556525,6.442943495848728
PIGT,4.459431618637297,4.683696454306515,4.916476644437717,4.620586410451877,4.84799690655495,5.300123724569014,4.82273014794452,4.666756591884804,5.321928094887363
ZNF830,4.949534933017012,5.0916998341368105,5.19377174339668,5.133399125417198,4.930737337562887,4.8875252707415875,5.197708157955851,5.048759311919856,5.409390936137702
ZMYM3,5.590961241342599,5.749534267669262,5.303780748177103,5.465974464504069,5.539158811108031,5.972692654004264,5.465974464504069,5.632268215499513,5.526694845541976
RNF185,5.108524456778169,5.177917792195843,5.157852169141737,4.930737337562887,5.06177619758669,5.640967910449898,4.722466024471091,5.078951341394822,5.108524456778169
FARS2,5.584962500721156,5.520422248526446,5.694880192799191,5.672425341971495,5.669593751188333,5.880195728943098,5.596935142387232,5.602884408718419,5.727920454563199
SDCBP,7.417852514885898,7.409390936137702,7.348728154231077,7.2761244052742375,7.247927513443585,7.108524456778169,7.199672344836364,7.467605550082998,7.499845887083206
JAGN1,4.4329594072761065,4.426264754702098,4.446256229889564,4.689299160535892,4.300123724569014,0.0,4.548436624696042,4.620586410451877,4.504620392403552
EXOSC9,5.794415866350106,5.963474123974886,5.820178962415188,5.940166750482817,5.897240425574799,6.329123596291566,6.0574502721839,5.990954860396993,6.008988783227255
PIGS,4.104336659814735,3.700439718141092,3.776103988073164,3.8875252707415875,3.596935142387232,3.925999418556223,3.8379432418910273,3.9541963103868754,3.4982508675278257
RUBCNL,5.478971805032942,5.20163386116965,5.578938713093386,5.392317422778761,5.526694845541976,5.661065479806948,5.303780748177103,5.422905742612183,5.504620392403552
NADK2,4.548436624696042,5.078951341394822,4.37851162325373,4.529820946528695,4.578938713093386,4.842978831788326,4.596935142387232,4.678071905112637,4.614709844115208
KAT2A,4.20945336562895,4.446256229889564,3.797012977836145,4.392317422778761,3.990954860396993,4.321928094887363,4.277984747299765,4.314696525656286,4.329123596291566
CBR1,4.882643049361842,4.944858445807539,4.722466024471091,4.944858445807539,4.683696454306515,5.314696525656286,4.862947248020921,4.963474123974886,4.584962500721156
MAP2K7,7.614709844115208,7.614709844115208,7.672425341971495,7.700439718141092,7.78135971352466,8.479780264029099,7.6293566200796095,7.727920454563199,7.826548487290915
NPTN,6.462706750670158,6.646738698307846,6.560714954474479,6.392317422778761,6.514122260170708,6.5804470195986635,6.336283387864432,6.517275693209582,6.700439718141092
CTSA,6.4212232992251375,6.845490050944375,6.714245517666122,6.714245517666122,6.672425341971495,6.633721812641012,6.531381460516312,6.581953750848818,6.602884408718419
TRIP4,4.439623137557117,4.364572432295856,4.137503523749935,4.608809242675524,4.336283387864432,5.507794640198696,4.760220946466509,4.536052900240209,4.8529975876133165
OPA3,6.543805175964396,6.727920454563199,6.645298163948631,6.512542955096859,6.539158811108031,7.076815597050831,6.574404309022579,6.546894459887636,6.6865005271832185
KDM2B,2.9068905956085187,3.0874628412503395,3.4462562298895643,3.405992359675837,3.277984747299765,3.321928094887362,3.321928094887362,3.364572432295856,3.733354340613827
TRIM65,4.452858964713811,4.095924419998536,4.392317422778761,4.19377174339668,4.300123724569014,4.419538891513785,4.078951341394822,4.329123596291566,4.053111336459563
ANKS1B,4.399171093819823,4.554588851677638,4.857980995127572,4.749534267669262,4.661065479806948,4.760220946466509,4.700439718141092,4.7114949066500875,4.817623257511431
HABP4,0.0,1.8875252707415875,2.321928094887362,2.1043366598147357,2.137503523749935,0.0,2.169925001442312,2.137503523749935,2.37851162325373
TMEM132D,3.3923174227787602,2.786596361890807,3.0531113364595623,2.925999418556223,3.035623909730721,0.0,3.0,3.1858665453113337,3.0
PARS2,4.153805336079036,3.963474123974886,4.20163386116965,4.169925001442312,3.678071905112638,4.137503523749935,4.112700132749362,4.2630344058337934,4.491853096329675
GPCPD1,5.224966365000275,5.236492618381302,5.161887682376894,5.008988783227255,5.066089190457772,6.159871336778389,5.008988783227255,4.8875252707415875,5.0916998341368105
YWHAB,10.452241240430817,10.52258153125483,10.635718120331047,10.452241240430817,10.399811959325685,10.399811959325685,10.512740462803498,10.542064542283443,10.653740778706569
SPTBN1,11.28828934218097,11.393926675640417,11.33371442609397,11.311180660053354,11.247334178028728,11.129926933510394,11.247334178028728,11.355901638328417,11.33371442609397
NCAPD2,10.91513244895065,10.869593843240784,11.016111838220512,10.980853606379736,10.900112062977456,11.009128789539256,11.14274527675153,10.884933647949762,11.084144010615145
PCBP2,9.829722735086058,9.78953364497036,9.967226258835993,9.899356922923111,9.881113960675096,9.92184093707449,9.967226258835993,9.967226258835993,9.893301530860564
WARS,10.749031382040204,11.110483309816226,10.846273911349906,10.822570830950168,10.732167425663384,10.966505451905741,10.822570830950168,10.790348496751914,11.129926933510394
RFC1,10.749031382040204,10.838416075797337,10.846273911349906,10.723660944409984,10.732167425663384,10.62662165235837,10.706496018061188,10.822570830950168,10.830515206976838
IGF2BP3,10.130570562805426,10.28886607416582,10.28886607416582,10.378294855911891,10.205793249397157,10.30035256032822,10.30035256032822,10.28886607416582,10.277287400130357
GOT2,10.822570830950168,10.861862340059151,10.91513244895065,10.732167425663384,10.773963368433558,10.922584402713664,10.877284133523196,10.806549621985962,10.922584402713664
CAT,10.378294855911891,10.421012855779226,10.43149760425805,10.265615046484458,10.30035256032822,10.757390009366638,10.33427328530719,10.323054760341646,10.492854620174748
XPNPEP1,9.618385502258606,9.691743519171276,9.726218159332198,9.7632123668144,9.640244936222345,9.625708843064466,9.640244936222345,9.753216749178955,9.702172685365548
VDAC3,9.257387842692651,9.531381460516313,9.543031820255237,9.368506461507693,9.407267764244732,9.497851836951117,9.566054038171092,9.326429487122303,9.581200581924957
CHD3,3.4195388915137843,3.263034405833794,3.4724877714627436,3.608809242675524,3.3923174227787602,3.6322682154995127,3.2016338611696504,3.4195388915137843,3.8875252707415875
RPA2,9.837627933171404,9.873444112515376,9.995767150877802,9.981567281903015,9.894817763307943,10.181152256865566,9.900866807980748,9.967226258835993,9.961449694398196
TPD52L2,9.098032082960527,9.068778277985412,9.116343961237469,8.89178370321831,8.980139577639157,9.027905996569885,8.933690654952233,9.071462362556623,9.100662339005199
AGL,9.154818109052105,9.29920801838728,9.245552706255681,9.189824558880018,9.121533517340032,9.527477006060396,9.18239435340453,9.131856960608793,9.231221180711186
TROVE2,8.879583249612784,9.019590728357882,8.971543553950772,9.041659151637214,8.873444112515376,8.89178370321831,8.997179480937621,9.016808287686555,9.011227255423254
UBE3A,9.219168520462162,9.149747119504681,9.294620748891628,9.177419537989236,9.204571144249204,9.552669097514272,9.20945336562895,9.228818690495881,9.252665432450248
CLPTM1L,10.28886607416582,10.378294855911891,10.265615046484458,10.265615046484458,10.16867211813223,10.051208940914766,10.07815080773465,10.345405246717796,10.421012855779226
GMFG,9.792790294301064,9.967226258835993,10.323054760341646,10.091435386323607,9.981567281903015,10.07815080773465,10.205793249397157,9.862637357558794,10.230020435705635
RASAL1,9.459431618637296,9.715961990255144,9.324180546618742,9.571752643503546,9.337621901992508,9.594324603924848,9.276124405274238,9.426264754702098,9.319672120946995
BLMH,9.485829308701904,9.44086916761087,9.611024797307353,9.430452551665532,9.517669388133811,9.927777962082342,9.640244936222345,9.4655664048094,9.614709844115207
NT5C3A,9.413627929024173,9.479780264029099,9.625708843064466,9.491853096329674,9.436711542137214,9.523561956057012,9.625708843064466,9.449148645375436,9.696967526234287
PRKCD,9.197216693110052,9.432541900388259,9.571752643503546,9.426264754702098,9.321928094887362,9.411510988012072,9.665335917185176,9.319672120946995,9.658211482751796
ANXA5,8.550746785383243,8.73809225962049,8.700439718141093,8.622051819456376,8.79766152585376,8.754887502163468,8.665335917185176,8.839203788096944,8.848622940429339
PRMT1,9.303780748177102,9.100662339005199,9.400879436282183,9.303780748177102,9.306061689428342,9.564149489985732,9.407267764244732,9.303780748177102,9.216745858195306
UBE2N,9.252665432450248,9.41574176829009,9.715961990255144,9.375039431346925,9.422064766172813,9.509775004326936,9.726218159332198,9.350939181546432,9.658211482751796
RPS15,10.064742764750257,9.843921051289035,10.399811959325685,9.842350343413807,10.023754353299417,10.14338321398982,10.44190670454224,9.911391987843459,10.277287400130357
EZH2,7.366322214245816,7.159871336778389,7.098032082960526,7.971543553950772,7.266786540694901,7.531381460516312,7.257387842692652,7.357552004618084,8.243173983472952
LPXN,8.894817763307943,8.842350343413807,9.038918989292302,8.971543553950772,8.988684686772165,9.049848549450562,8.957102041562287,9.131856960608793,9.025139562278508
TBC1D5,9.068778277985412,8.936637939002571,8.994353436858859,8.980139577639157,8.90388184573618,8.86418614465428,8.800899899920305,9.027905996569885,8.968666793195208
MAGT1,8.413627929024173,8.625708843064466,8.519636252843213,8.51175265376738,8.426264754702098,8.396604781181859,8.400879436282183,8.50382573799575,8.686500527183219
SQLE,8.991521846075695,9.231221180711186,9.08214904135387,9.177419537989236,9.002815015607053,8.744833837499545,8.640244936222345,9.18239435340453,9.111135670234708
CRLF3,8.417852514885897,8.344295907915816,8.45532722030456,8.370687406807217,8.271463027904375,8.022367813028454,8.339850002884624,8.430452551665532,8.479780264029099
PGM3,8.523561956057012,8.618385502258606,8.566054038171092,8.569855608330947,8.523561956057012,8.73809225962049,8.51175265376738,8.618385502258606,8.744833837499545
BAX,7.693486957499325,7.7073591320808825,7.794415866350106,7.845490050944375,7.734709620225838,7.507794640198696,7.714245517666122,7.826548487290915,7.813781191217037
DDX41,8.179909090014934,8.238404739325079,8.20945336562895,8.339850002884624,8.118941072723507,7.754887502163468,7.94251450533924,8.348728154231077,8.219168520462162
ADD3,8.113742166049189,7.965784284662087,8.03342300153745,7.98299357469431,7.924812503605781,7.754887502163468,7.888743248898259,8.016808287686555,8.022367813028454
