"Gene"	"norm_19.C"	"norm_1.1ug.B"	"norm_1.A"	"norm_1.1ug.A"	"norm_19.A"	"norm_1.C"	"norm_19.B"	"norm_1.B"	"norm_1.1ug.C"
"UBA52"	5.46270675067016	5.1168637576909	8.90989308377004	5.40258575823259	4.09592441999854	9.17242750864548	9.10328780841202	5.09592441999854	9.09011241966429
"ALB"	7.99435343685886	8.34872815423108	8.37068740680722	7.49984588708321	7.74146698640115	10.9592775057205	8.29462074889163	10.4210128557792	8.3037807481771
"LCE3D"	2.94485844580754	3.83794324189103	5.12928301694497	4.06177619758669	2.72246602447109	7.96578428466209	5.01346225980656	2.96347412397489	4.90689059560852
"MANBA"	2.35049724708413	2.43295940727611	4.90207357931074	2.32192809488736	2.37851162325373	4.36457243229586	5.16591193893569	2.70043971814109	4.44625622988956
"TRAM1"	4	5.0574502721839	6.45779126025604	4.5668151540109	4.41953889151378	6.57893871309339	6.48381577726426	4.06177619758669	6.88264304936184
"FLG"	6.6724253419715	7.29462074889163	8.61102479730735	6.76818432477693	6.75488750216347	10.8772841335232	8.39660478118186	6.51884982870769	8.5274770060604
"LYZ"	3.21723071622067	3.58496250072116	5.30742852519225	4.56071495447448	3.63226821549951	7.34872815423108	5.57591736111815	3.81762325751143	4.4262647547021
"MAP1LC3B2"	2.37851162325373	3.36457243229586	5.07895134139482	2.8073549220576	2.8073549220576	4.32192809488736	4.99548451887751	2.13750352374994	4.83289001416474
"PFKFB1"	3.63226821549951	4.62643913669732	4.50462039240355	4.43962313755712	3.23266075679027	5.02680005934372	3.40599235967584	4.81249822533356	4.4594316186373
"FLG2"	7.39231742277876	7.84549005094437	9.19721669311005	7.85174904141606	7.7279204545632	11.5938579388582	8.90086680798075	7.54689445988764	8.88264304936184
"RLF"	3.90689059560852	4.36457243229586	6.01792190799726	4.11270013274936	4.16188768237689	5.57893871309339	5.71973105674985	3.4594316186373	5.94485844580754
"DAP"	5.53915881110803	5.32192809488736	7	5.62058641045188	5.36457243229586	6.89481776330794	6.88264304936184	5.47897180503294	7.06608919045777
"HRNR"	6.57591736111815	5.70597790168252	7.92481250360578	6.48381577726426	6.32553033156756	10.3342732853072	7.67948009950545	5.90448409790142	7.56985560833095
"SLC25A4"	6.74146698640115	6.94251450533924	8.09803208296053	6.85798099512757	6.63807383718072	7.98299357469431	8.01122725542325	6.65821148275179	8.24317398347295
"BNIP3"	6.27052894238072	7.52356195605701	7.4594316186373	7.467605550083	6.40429006444484	7.23840473932508	6.27984269352035	7.70735913208088	7.5077946401987
"PPP1CB"	8.23840473932508	8.40087943628218	9.57553924683453	8.30833903013941	8.4178525148859	9.76487159073609	9.60177078840771	8.2336196767597	9.57553924683453
"DCD"	8.37503943134693	8.2336196767597	9.5274770060604	7.98868468677217	8.26209484537018	11.2051823262286	8.58496250072116	8.40087943628218	9.01402047031493
"HBB"	6.93073733756289	7.20945336562895	8.04984854945056	7.24792751344359	6.84549005094437	8.90689059560852	7.90086680798075	6.96578428466209	8.40087943628218
"IGHA1"	5.62935662007961	5.78659636189081	6.74146698640115	5.62351574149055	4.77082904603249	8.90086680798075	6.90689059560852	6.45779126025604	6.55765515472542
"TEAD2"	3.6667565918848	4.04439411935845	4.15380533607904	5.31469652565629	5.65821148275179	5.63517394667492	4.60880924267552	5.83035674741922	5.6667565918848
"PIGR"	4.91647664443772	4.6667565918848	6.0574502721839	5.10852445677817	5.0746766862945	7.8073549220576	6.0639343057541	4.6724253419715	5.77082904603249
"KDM3A"	7.19967234483636	8.05528243550119	8.28540221886225	8.18982455888002	7.36632221424582	7.38370429247405	7.33985000288462	8.25738784269265	8.11894107272351
"C2ORF49"	7.59991284218713	7.78790255939143	8.51175265376738	7.64385618977472	7.48381577726426	8.51963625284321	8.4262647547021	7.62205181945638	8.54689445988764
"HLA-DRA"	8.35755200461808	8.97154355395077	9.75321674917896	8.63662462054365	8.64745842645492	9.55842071326866	9.81057163474115	8.50382573799575	9.75655632252409
"BIVM-ERCC5"	1.96347412397489	2.10433665981474	2.74416109557041	2.16992500144231	2	0	1.92599941855622	2.60880924267552	0
"MON1B"	3.60880924267552	4.06177619758669	4.03562390973072	4.07895134139482	4.15380533607904	4.76022094646651	3.65535182861255	4.50462039240355	4.04439411935845
"CACFD1"	2.0703893278914	2.94485844580754	2.58496250072116	3.05311133645956	3.13750352374994	0	2	2.88752527074159	2.51096191927738
"HSH2D"	2.88752527074159	2.88752527074159	3.47248777146274	3.37851162325373	2.72246602447109	4.04439411935845	2.74416109557041	3.05311133645956	3.01792190799726
"ANKZF1"	6.37503943134692	7.01122725542325	7.17990909001493	7.20945336562895	6.37851162325373	6.15583017155653	6.28909670241999	7.34872815423108	6.97727992349992
"MINDY2"	2.20163386116965	3.21723071622067	3.20163386116965	3	3.18586654531133	0	2.72246602447109	3.65535182861255	3.36457243229586
"BAD"	2.29278174922785	3.20163386116965	1.96347412397489	3.37851162325373	2.40599235967584	3.76553474636298	2.13750352374994	2.98185265328974	2.65535182861255
"SNX19"	2.53605290024021	2.82781902461732	3.0703893278914	2.76553474636298	0	0	2.10433665981474	2.88752527074159	2.88752527074159
"JMY"	2.72246602447109	3.49825086752783	3.67807190511264	3.60880924267552	2.96347412397489	4.08746284125034	3.39231742277876	3.43295940727611	3.30742852519225
"IGKC"	6.27239650903748	8.4757334309664	6.85798099512757	6.00674683244058	5.93545974780529	8.96289600533726	6.8073549220576	7.03342300153745	6.74146698640115
"GCSAM"	3.67807190511264	3.62058641045188	2.90689059560852	3.47248777146274	3.64385618977472	4.37155886261196	3.41953889151378	4.47248777146274	3.8972404255748
"PRR14L"	4.88752527074159	4.99548451887751	5.63226821549951	5.31469652565629	4.86789646399265	5.66959375118833	5.94016675048282	5.10852445677817	5.08321336824898
"PLOD1"	6.85798099512757	7.89481776330794	7.90086680798075	7.62935662007961	7.12928301694497	7.36632221424582	7.12928301694497	7.88264304936184	7.83289001416474
"UQCRH"	7.60733031374961	7.83289001416474	8.65105169117893	7.51569983828404	7.4178525148859	8.36194377373524	8	7.75488750216347	9.35535109642481
"MICU1"	2.98185265328974	3.75488750216347	3.58496250072116	4.05311133645956	3.59693514238723	4.4262647547021	3.12101540096137	3.8073549220576	3.95419631038688
"KDM4C"	4.10433665981474	4.8073549220576	4.82273014794452	4.68369645430652	4.49825086752783	4.36457243229586	4.00898878322726	4.81249822533356	4.65535182861255
"GTPBP6"	2.0703893278914	3.49825086752783	3.26303440583379	3.41953889151378	3.47248777146274	0	2.72246602447109	3.48542682717024	2.90689059560852
"DSC1"	6.35931031689044	6.5298209465287	7.08746284125034	6.06608919045777	6.35049724708413	10.0237543532994	6.94251450533924	5.98413359454098	7.5077946401987
"CKS2"	5.16992500144231	5.35402893805439	6.48058827023386	5.4757334309664	5.73876783680019	6.46270675067016	6.46270675067016	4.7279204545632	6.34695688937888
"TTF1"	3.12101540096137	2.65535182861255	2.51096191927738	2.48542682717024	2.10433665981474	0	1.76553474636298	2.90689059560852	2.4594316186373
"C14ORF1"	4.44625622988956	4.85798099512757	4.60880924267552	4.5298209465287	4.77082904603249	5.8073549220576	4.41278152533848	5.13750352374993	4.53605290024021
"DDHD2"	5.03121873061072	5.66391384211598	4.37155886261196	4.54843662469604	4.59693514238723	5.83035674741922	3.8972404255748	5.27426166125705	4.05311133645956
"GTF3A"	5.55151601762801	5.03121873061072	6.27798474729977	4.70597790168252	5.01346225980656	6.23457795978457	6.23266075679027	5.70597790168252	5.97956810009519
"LMAN2"	8.17492568250068	8.82336724004623	9.18239435340453	8.54303182025524	8.50382573799575	9.39231742277876	9.07681559705083	8.06608919045777	9.39874369193819
"DOPEY1"	4.41953889151378	4.50462039240355	4.01792190799726	4.52356195605701	3.85798099512757	4.50462039240355	3.81762325751143	4.63226821549951	4.12928301694497
"MSL1"	3.91647664443772	4.05311133645956	4.20163386116965	2.92599941855622	3.41953889151378	4.4262647547021	3.57288966842058	4.15380533607904	3.99095486039699
"NACAP1"	3.64385618977472	2.90689059560852	3.08746284125034	3	2.98185265328974	4.09592441999854	2.70043971814109	3.57288966842058	3.30742852519225
"TMSB4X"	9.00562454919388	8.59991284218713	9.68123841177781	8.78135971352466	9.03617361255349	10.3230547603416	9.34429590791582	8.81698362325538	9.93957921431469
"PIK3IP1"	4.16992500144231	4.15380533607904	4.59693514238723	3.8073549220576	3.83794324189103	4.45285896471381	3.54843662469604	4.23266075679027	4.34340782229781
"XPR1"	2.98185265328974	3.40599235967584	3.16992500144231	3.88752527074159	3.24792751344359	3.67807190511264	3.0703893278914	3.6667565918848	2.78659636189081
"ALDOC"	9.52356195605701	9.86573327085176	10.0647427647503	10.0512089409148	9.41574176829009	9.81858217748086	9.403012023575	10.0781508077346	9.89026427702111
"RNF213"	3.99095486039699	3.71149490665009	3.56071495447448	3.62058641045188	2.82781902461732	3.12101540096137	3	4.03562390973072	3.65535182861255
"SERPINB12"	7.04439411935845	6.96578428466209	7.6724253419715	6.75488750216347	7.01122725542325	9.88722061546838	7.34872815423108	6.88264304936184	7.40087943628218
"OGFOD2"	2.43295940727611	2.78659636189081	3.01792190799726	3.13750352374994	2.51096191927738	0	2.86789646399265	3.0703893278914	2.4594316186373
"COA6"	6.09381367340273	5.96578428466209	6.70043971814109	5.76818432477693	5.85549144310187	6.76818432477693	6.38887833881199	6.0746766862945	6.91886323727459
"CCNY"	3	4.54843662469604	2.37851162325373	3.18586654531133	3.16992500144231	3.91647664443772	3.24792751344359	3.74416109557041	3.40599235967584
"IGHG1"	3.13750352374994	4.17791779219584	3.70043971814109	2.86789646399265	3.63226821549951	4.19377174339668	2.86789646399265	3.54843662469604	3.62058641045188
"SRP9"	9.11894107272351	9.30606168942834	9.88874324889826	9.22881869049588	9.283088353024	9.91886323727459	9.92629599478111	9.03342300153745	9.90538700501813
"LTF"	6.3019533951261	6.22689381357139	6.95419631038687	6.84549005094437	6.35049724708413	8.37937836707126	7.04439411935845	6.61618123133188	7.07681559705083
"LAMTOR2"	4.29278174922785	4.95419631038687	4.32192809488736	4.96347412397489	4.80219321694183	5.3037807481771	4.5298209465287	5.1168637576909	4.77082904603249
"NCCRP1"	5.93781516880342	6.65391987311942	6.82017896241519	5.97727992349992	6.22689381357139	8.56605403817109	6.51254295509686	5.99322146736894	6.54070926267143
"PSMD4"	8.876516946565	8.99717948093762	9.75822321472672	8.93073733756289	8.95128471496697	9.54109661534952	9.72109918870719	8.98013957763916	9.76983784362944
"CSNK1E"	3.51096191927738	3.65535182861255	3.27798474729977	3.88752527074159	3.92599941855622	4.32912359629157	3.48542682717024	4.06177619758669	3.82781902461732
"XP32"	5.20945336562895	5.32912359629157	6.30012372456901	5.34340782229781	5.71699089440494	8.18982455888002	6.36981542428391	5.29645740737124	6.35755200461808
"CAMK4"	7.67948009950545	7.4093909361377	8.25738784269265	7.78790255939143	7.65821148275179	9.40514146313634	8.15987133677839	7.77478705960117	8.04984854945056
"PEA15"	6.39574832817903	6.62058641045188	6.97727992349992	6.51884982870769	6.35226417325832	7.48381577726426	6.65535182861255	6.62351574149055	7.68650052718322
"TUBA4A"	10.3998119593257	10.3674147512468	11.1299269335104	10.5802585674998	10.4625022725973	11.0299773465896	11.2051823262286	10.5420645422834	11.199058823653
"FAM162A"	7.4262647547021	8.02790599656988	8.1548181090521	7.97727992349992	7.52356195605701	7.68650052718322	7.4262647547021	7.99435343685886	8.15987133677839
"EEFSEC"	4.03562390973072	4.06177619758669	4.58496250072116	4.12101540096137	4.24031432933371	4.95419631038687	4.01792190799726	4.36457243229586	3.75488750216347
"P4HA1"	8.90086680798075	9.29001884693262	9.42206476617281	9.35314682549808	8.85798099512757	9.19967234483636	8.75488750216347	9.4262647547021	9.14974711950468
"CBL"	2.96347412397489	3.51096191927738	3.10433665981474	3.40599235967584	3.16992500144231	3.88752527074159	3.08746284125034	3.59693514238723	3.60880924267552
"AGTRAP"	4.67807190511264	4.43962313755712	4.51096191927738	4.34340782229781	3.78659636189081	4.71699089440494	4.18586654531133	4.74416109557041	4.79701297783614
"CENPN"	4.6667565918848	4.32192809488736	5.21334728173344	4.30742852519225	4.71699089440494	6.28909670241999	4.27798474729977	4.84297883178833	4.68369645430652
"UNK"	2.84799690655495	2.96347412397489	3.29278174922785	3.26303440583379	2.8073549220576	0	3.58496250072116	3.37851162325373	3.37851162325373
"BCAS2"	9.20945336562895	9.22881869049588	9.76155123244448	9.24555270625568	9.06608919045777	10.2179576978641	9.76487159073609	9.18982455888002	9.75988818322183
"SPG7"	5.36457243229586	5.40599235967584	5.44625622988956	5.21723071622067	4.69488019279919	5.18982455888002	4.90689059560852	5.5453506448223	5.20163386116965
"MCRIP2"	3.70043971814109	3.67807190511264	3.20163386116965	2.82781902461732	3.67807190511264	4.33628338786443	3.84799690655495	4.21723071622067	3.93545974780529
"RPS23"	9.45121111183233	9.38801728534514	10.311748315005	9.34429590791582	9.51963625284321	10.0647427647503	10.5708044377245	9.32418054661874	10.1935253605012
"EGLN1"	8.29920801838728	8.74483383749955	8.93073733756289	8.68650052718322	8.2807707701306	8.62205181945638	8.38370429247405	8.83605035505807	9.01122725542325
"RSPRY1"	3.53605290024021	4.01792190799726	4.0703893278914	4.04439411935845	3.8972404255748	5.06177619758669	3.97269265400426	4.40599235967584	3.92599941855622
"NARF"	2.23266075679027	2.16992500144231	2.76553474636298	2	2.37851162325373	0	1.48542682717024	2.60880924267552	2.4594316186373
"DYNLL2"	4.12928301694497	3.73335434061383	4.63226821549951	4.15380533607904	3.8972404255748	4.76553474636298	4.27052894238072	2.58496250072116	4.67807190511264
"PKP1"	5.19770815795585	6.20750245925879	5.57288966842058	4.69488019279919	4.87282875953489	7.53915881110803	5.0574502721839	4.73335434061383	5.52669484554198
"FAM160A2"	3.94485844580754	3.82781902461732	3.78659636189081	3.35049724708413	3.29278174922785	4.43295940727611	3.30742852519225	3.59693514238723	3.49825086752783
"KDM5C"	4.28540221886225	4.65535182861255	4.14567745519564	4.57288966842058	4.24031432933371	4.8972404255748	4.02680005934372	4.74416109557041	4.31469652565629
"DBI"	9	9.11894107272351	9.87498134765377	9.11374216604919	9.35314682549808	10.0914353863236	9.42836017270429	9.06339508128851	10.1811522568656
"RGCC"	3.49825086752783	2.90689059560852	3.88752527074159	3.74416109557041	3.65535182861255	0	3.58496250072116	4.24031432933371	3.12101540096137
"DGKZ"	3.32192809488736	3.82781902461732	3.67807190511264	3.08746284125034	3.43295940727611	3.877744249949	3.40599235967584	3.88752527074159	3.41953889151378
"PBX2"	2.88752527074159	2.65535182861255	2.13750352374994	3.13750352374994	2.20163386116965	0	2.26303440583379	3.23266075679027	2.4594316186373
"WDR41"	3.84799690655495	3.81762325751143	4.37155886261196	3.94485844580754	4.07895134139482	3.94485844580754	3.877744249949	4.67807190511264	4.60880924267552
"LMCD1"	3.877744249949	3.8073549220576	3.74416109557041	4.27052894238072	3.26303440583379	3.8073549220576	3.23266075679027	3.36457243229586	3.877744249949
"SUN2"	6.6724253419715	6.76818432477693	7.17990909001493	6.61323695471633	6.60139939053183	7.78790255939143	7.01122725542325	6.51254295509686	7.51569983828404
"KDM4A"	5.86542397831313	6.7279204545632	6.36457243229586	6.29645740737124	6.08533966935737	5.41616416473313	5.70043971814109	6.39231742277876	6.48864353985378
"WDR5"	5.85299758761332	5.97727992349992	6.38543103719352	6.03342300153745	5.84046323386954	6.35931031689044	6.12515513132229	5.95419631038687	6.27984269352035
"UNC93B1"	6.39574832817903	7.40087943628218	7.84549005094437	7.25738784269265	7.04439411935845	7.54689445988764	7.81378119121704	6.45285896471381	7.93073733756289
"GLA"	3.99095486039699	4.20945336562895	4.49185309632967	4.37851162325373	4.45285896471381	4.09592441999854	4.00898878322726	4.60288440871842	4.40599235967584
"K7EQG2_106"	3.79701297783614	4.20163386116965	3.77610398807316	3.84799690655495	3.58496250072116	4.21723071622067	3.75488750216347	4.59693514238723	4.14567745519564
"DSG1"	8.89784545600551	9.09011241966429	9.38801728534514	8.53138146051631	8.78135971352466	11.5122466428292	9.08746284125034	8.65463602852797	9.36413465500805
"CYP51A1"	8.30833903013941	8.88569637333939	8.82017896241519	8.81378119121704	8.27612440527424	8.54689445988764	8.27146302790437	8.76487159073609	8.83605035505807
"ZBTB44"	4.67807190511264	4.67807190511264	4.21723071622067	4.33628338786443	4.08746284125034	4.68369645430652	4.16188768237689	4.62643913669732	4.64385618977472
"DHX35"	3.30742852519225	3.76553474636298	3.57288966842058	3.32192809488736	3.4594316186373	0	3.29278174922785	3.93545974780529	3
"NME1"	9.16239132875691	9.30149619498255	9.9957671508778	9.1873520732005	9.20945336562895	9.68999797141945	10.0914353863236	9.12153351734003	9.93663793900257
"ARCN1"	10.3003525603282	10.4726908392428	10.9001120629775	10.4314976042581	10.4210128557792	10.9225844027137	10.9736973663054	10.3454052467178	10.9001120629775
"SLC2A1"	8.92777796208234	9.38154295118458	9.48179943166575	9.16490692667569	8.89784545600551	9.40514146313634	9.15734693536284	9.1873520732005	9.6724253419715
"HCCS"	8.8073549220576	9.01680828768655	9.37068740680722	8.88569637333939	8.89481776330794	9.54882190845875	9.39874369193819	8.85486838326024	9.44914864537544
"TXNDC12"	7.16992500144231	7.4594316186373	7.74146698640115	7.4093909361377	7.22881869049588	7.70735913208088	7.62935662007961	7.13955135239879	7.86418614465428
"TRMT61A"	4.85798099512757	4.83794324189103	5.09592441999854	5.02680005934372	5.57893871309339	6.09381367340273	4.82273014794452	5.32192809488736	5.22881869049588
"GAB1"	2.40599235967584	3.67807190511264	2.98185265328974	2.51096191927738	3.20163386116965	0	2.98185265328974	3.85798099512757	3.12101540096137
"RPTOR"	6.02458563827827	6.17990909001493	6.55612281784117	6.25361115194717	6.09169983413681	7.55458885167764	6.34695688937888	6	6.5438051759644
"TCP11L1"	3.18586654531133	3.76553474636298	3.63226821549951	3.49825086752783	3.21723071622067	3.0703893278914	3.81762325751143	3.68929916053589	3.91647664443772
"BRI3BP"	8.88264304936184	8.93663793900257	9.33539035469392	8.7176764230664	8.77807712953536	9.34872815423108	9.13185696060879	8.92777796208234	9.467605550083
"SYS1"	4.05311133645956	3.97269265400426	4.31469652565629	3.94485844580754	3.88752527074159	4.5668151540109	3.82781902461732	4.05311133645956	4.25550073314839
"GBE1"	5.3037807481771	5.61470984411521	5.64385618977472	5.86046625851717	5.60584986719498	5.90207357931074	5.40599235967584	5.85299758761332	5.76022094646651
"CENPA"	4.58496250072116	4.47897180503294	4.21723071622067	4.47248777146274	4.27798474729977	4.98641093525204	4.14567745519564	4.71699089440494	4.21723071622067
"AZGP1"	3.18586654531133	3.08746284125034	3.60880924267552	2.63226821549951	3.33628338786443	5.00898878322726	2.8073549220576	3.35049724708413	3.59693514238723
"HK2"	11.0707918094231	11.5318687751776	11.6443069615456	11.5938579388582	11.1867332891289	11.4099212412497	11.1234747982441	11.5750664645787	11.502334580198
"NUCB2"	8.43462822763673	8.66888498426625	8.92184093707449	8.37937836707126	8.43462822763673	8.88569637333939	8.74146698640115	8.44708322620965	9.10328780841202
"MRPL39"	7.3037807481771	7.28540221886225	8.5077946401987	7.39231742277876	7.35755200461808	7.8008998999203	8.57364718749332	7.24792751344359	8.47167521439204
"SP4"	4.26303440583379	4.32912359629157	3.8972404255748	4.47897180503294	3.97269265400426	4.41278152533848	3.98185265328974	4.46597446450407	4.13750352374993
"SSBP3"	4.31469652565629	4.76022094646651	5.04001567884788	4.72246602447109	4.57288966842058	5.00898878322726	4.78659636189081	4.84297883178833	4.91647664443772
"GSDMA"	5.79701297783614	6.2460279805281	5.93781516880342	5.85798099512757	5.4594316186373	7.35755200461808	5.50462039240355	5.70043971814109	5.762880292917
"EIF4ENIF1"	6.15177765473205	6.84549005094437	6.96578428466209	6.7279204545632	6.4643415327611	6.90689059560852	6.98868468677217	6.18388345903223	7.05528243550119
"IFRD2"	4.16188768237689	4.07895134139482	4.51727569320958	3.877744249949	4.08746284125034	4.59693514238723	4.10433665981474	3.8972404255748	4.72246602447109
"S100A7"	3.54843662469604	6.91886323727459	5.48542682717024	4.60288440871842	6.93073733756289	7.22881869049588	5.05311133645956	4.09592441999854	5.39574832817903
"MBOAT7"	4.5298209465287	5.22496636500027	5.03562390973072	5.14159627838382	4.77610398807316	5.42290574261218	4.60880924267552	4.78659636189081	5.03121873061072
"RNF170"	3.26303440583379	2.98185265328974	3.23266075679027	2.84799690655495	2.96347412397489	3.96347412397489	2.65535182861255	3.36457243229586	3.40599235967584
"RNPC3"	3.36457243229586	3.26303440583379	3.64385618977472	3.27798474729977	3.24792751344359	4.6724253419715	2.98185265328974	3.18586654531133	3.10433665981474
"CALU"	10.3782948559119	10.5612879451648	10.8462739113499	10.3564519702218	10.3454052467178	10.806549621986	10.806549621986	10.3342732853072	10.9665054519057
"JUP"	9.74819284958946	10.3782948559119	10.1811522568656	9.45327063401062	9.56985560833095	12.4463079310503	9.90086680798075	9.51175265376738	10.2656150464845
"RPS12"	9.67771964164101	9.57364718749332	10.2656150464845	9.69348695749932	9.83920378809694	10.4419067045422	10.5323559252888	9.72109918870719	10.2300204357056
"RFC5"	8.87958324961278	9.19721669311005	9.69348695749932	9.16992500144231	9.14210705730255	9.57364718749332	9.77313920671969	8.88264304936184	9.69522829149575
"RPL35A"	9.2336196767597	9.19967234483636	9.86727873970966	9.19721669311005	9.2240016741981	9.66177809777199	10.0237543532994	9.05256805080415	9.76155123244448
"SLC27A4"	3.36457243229586	3.59693514238723	3.78659636189081	3.57288966842058	3.86789646399265	4.52356195605701	3.39231742277876	3.13750352374994	3.72246602447109
"ATP6V0D1"	4.25550073314839	4.73876783680019	5.39574832817903	5.03562390973072	4.97269265400426	5.58195375084882	5	4.94953493301701	5.27052894238072
"KMT2B"	3.43295940727611	3.51096191927738	2.8073549220576	3.36457243229586	2.82781902461732	3.79701297783614	2.56071495447448	3.20163386116965	2.94485844580754
"TOR4A"	2.53605290024021	3	0	2.43295940727611	2.16992500144231	0	2.4594316186373	2.82781902461732	0
"ATG5"	3.60880924267552	4.17791779219584	4.02680005934372	4.09592441999854	3.8073549220576	2.96347412397489	3.36457243229586	4	3.77610398807316
"CCDC97"	6.62058641045188	7.38370429247405	6.76818432477693	6.59395128394841	6.5668151540109	7.01122725542325	6.58496250072116	7.4262647547021	7.13955135239879
"N4BP3"	4.86789646399265	5.11270013274936	4.99095486039699	4.91647664443772	4.86294724802092	5.56071495447448	4.73335434061383	5.28169825009883	4.78135971352466
"CAMK2B"	5.44294349584873	5.02680005934372	5.25927248703759	4.99095486039699	4.79181407116183	5.55458885167764	4.85299758761332	5.09592441999854	5.32192809488736
"APIP"	8.18982455888002	8.29001884693262	8.90086680798075	8.2336196767597	8.37503943134693	8.79116288855502	8.91587937883577	8.17990909001493	8.95710204156229
"H2AFY2"	5.57591736111815	5.96809075204526	6.15583017155653	5.64673869830785	5.36806987653208	5.98868468677217	5.78659636189081	5.44625622988956	5.97956810009519
"COMTD1"	4.49185309632967	5.01792190799726	5.10852445677817	4.47248777146274	4.52356195605701	4.76022094646651	5.04875931191986	4.92599941855622	5.19770815795585
"TAF15"	8.37068740680722	8.73131903102506	9.40726776424473	8.51569983828404	8.5352753766208	8.94251450533924	9.42206476617281	8.4594316186373	9.48784003382305
"EPN1"	8.08214904135387	8.27612440527424	8.61470984411521	8.24792751344359	8.10852445677817	8.51963625284321	8.48784003382305	8.18982455888002	8.59991284218713
"DERL2"	6.6724253419715	6.7279204545632	6.8703647195834	6.29094040240368	6.30742852519225	8.39660478118186	6.456149034648	6.56071495447448	6.91886323727459
"CST4"	3.30742852519225	3.18586654531133	3.8972404255748	3.29278174922785	3.51096191927738	6.40258575823259	4.06177619758669	3.60880924267552	4.47248777146274
"MAPK3"	9.02513956227851	9.19721669311005	9.61286849729104	9.29232163280204	9.11634396123747	9.51175265376738	9.73640193131829	9.15734693536284	9.74986942739684
"TGM1"	6.05961485629722	6.62935662007961	6.45779126025604	5.6667565918848	6	8.73131903102506	6.32373033752135	6.0574502721839	6.39917109381982
"MRPL48"	6.36632221424582	6.14567745519564	6.75488750216347	6.39059890555246	6.16992500144231	6.79441586635011	7	6.34518344718767	6.88264304936184
"KDELR1"	7.37503943134692	7.7279204545632	7.97727992349992	7.62205181945638	7.57742882803575	8.01122725542325	8.02790599656988	7.53138146051631	7.93663793900257
"TRAFD1"	2.98185265328974	2.53605290024021	2.84799690655495	2.13750352374994	2.78659636189081	0	2.35049724708413	3.40599235967584	3.23266075679027
"MAN1B1"	5.97956810009519	5.82527683005487	5.77082904603249	5.78135971352466	5.66106547980695	6.29278174922785	5.56071495447448	6.04875931191986	5.85299758761332
"ME1"	4.70043971814109	5.5077946401987	5.34340782229781	4.95884267524324	4.95419631038687	6.89481776330794	5.24412594328373	4.83794324189103	5.33985000288462
"TMED7"	7.13955135239879	7.61470984411521	7.69348695749933	7.49185309632967	7.3037807481771	7.98299357469431	7.4178525148859	7.3037807481771	7.73470962022584
"TGM3"	7.07681559705083	7.31288295528436	7.467605550083	7.01122725542325	7.07681559705083	9.57931593758001	7.23840473932508	7.04439411935845	7.45121111183233
"ABCC4"	4.4594316186373	4.10433665981474	3.83794324189103	4.22496636500027	3.96347412397489	4.78659636189081	3.72246602447109	4.32912359629157	4.16188768237689
"RASA4B"	5.37851162325373	5.4093909361377	5.53605290024021	5.62351574149055	5.57591736111815	5.76022094646651	5.36457243229586	5.75755668893945	5.64961545906341
"ATP6V0A1"	4.21723071622067	4.57893871309339	4.5668151540109	4.63226821549951	4.15380533607904	4.7279204545632	4.31469652565629	4.58496250072116	4.6724253419715
"GTF3C3"	6.7279204545632	7	7.40087943628218	7.07681559705083	7.02236781302845	7.5077946401987	7.38370429247405	6.76818432477693	7.45121111183233
"SMAD3"	5.33985000288462	5.49825086752783	5.26303440583379	5.69488019279919	5.51412226017071	5.97956810009519	5.09592441999854	5.71149490665009	5.54843662469604
"TOX4"	6.70043971814109	7.11894107272351	6.89481776330794	6.61470984411521	6.91886323727459	7.86418614465428	6.65248649491816	7.07681559705083	6.97727992349992
"STIM1"	4.30742852519225	4.66106547980695	4.7279204545632	3.98185265328974	4.43295940727611	4.26303440583379	4.31469652565629	4.6724253419715	4.39231742277876
"TWISTNB"	4.57893871309339	4.24792751344359	4.0703893278914	4.29278174922785	4.06177619758669	5.07895134139482	4.14567745519564	4.50462039240355	3.83794324189103
"MRS2"	5.08321336824898	5.82017896241519	5.9518675043269	5.57288966842058	5.57893871309339	6.22303633790187	5.74953426766926	5.43629511983936	5.92362461136832
"CALML3"	3.13750352374994	6.40087943628218	3.63226821549951	2.94485844580754	3.29278174922785	5.66391384211598	3.56071495447448	2.88752527074159	3.98185265328974
"RBPJL"	4.26303440583379	4.57288966842058	4.40599235967584	4.54225804976692	4.05311133645956	4.92124588858559	4.41278152533848	4.62058641045188	4.64385618977472
"XPO6"	5.71424551766612	5.77082904603249	5.71699089440494	5.84549005094437	5.55458885167764	6.00674683244058	5.5909612413426	5.96347412397489	5.63226821549951
"NDUFB4"	6.68650052718322	6.89481776330794	6.6724253419715	6.79441586635011	6.56224242422107	7.58496250072116	6.51884982870769	6.93073733756289	6.98868468677217
"DNAJC21"	5.3037807481771	5.50462039240355	5.50462039240355	5.3037807481771	5.01346225980656	5.07895134139482	5.08746284125034	5.44294349584873	5.28169825009883
"C8ORF37"	4.64385618977472	4.73335434061383	4.47248777146274	4.53605290024021	4.96347412397489	5.20163386116965	4.63226821549951	5.00450139223494	4.59693514238723
"INTS9"	4.35755200461808	4.74416109557041	4.58496250072116	4.56071495447448	4.79701297783614	4.71149490665009	4.12101540096137	4.78135971352466	4.4594316186373
"FCHO1"	5.92837032301897	5.80219321694183	5.86294724802092	5.79701297783614	5.46270675067016	5.97498811199193	5.49825086752783	5.81506301719287	5.90689059560852
